3299
2114445.6458113547 1960091.9370320775 7.3812262802856895e+22 7.936471880506187
2664041.029137664 1960063.8173230628 7.381066078533288e+22 7.936474893379325
3356495.2058452736 1960030.339395954 7.3808753519732355e+22 7.9364784808303295
4228946.797139165 1959977.1967317641 7.38057259730894e+22 7.936484176738038
4840961.684372059 1959920.9581234779 7.3802522103211736e+22 7.936490206322122
5924937.873471562 1959834.9826093803 7.379762424175708e+22 7.936499425950796
7231642.472614551 1959694.490728508 7.3789620937728765e+22 7.936514497221046
9261001.694338419 1959439.6126038784 7.37751022385865e+22 7.936541849610388
11285753.170791848 1959080.0872086752 7.37546241569476e+22 7.936580452484121
12994598.677427975 1958690.2440978698 7.373242139869022e+22 7.936622329900639
15100537.783735968 1958205.2590788237 7.370480314727864e+22 7.936674446926104
17428907.809457067 1957560.454204343 7.366808908925322e+22 7.936743775789974
19355337.870745867 1956874.5041314922 7.362903907669392e+22 7.93681758108474
21652653.157282848 1956086.917048651 7.358421159291206e+22 7.936902373213827
24615710.50080904 1954976.6168098454 7.352103164610593e+22 7.937022006666572
28071969.001900528 1953452.431793856 7.343432993932869e+22 7.937186437042488
30486263.195228767 1951955.3518027593 7.334920379801258e+22 7.93734822542995
35196940.870065615 1949751.116820722 7.322392752959951e+22 7.93758667510866
40698189.076829314 1946283.5545290424 7.3026996984616495e+22 7.937962853696396
47975434.59969588 1941168.3088575045 7.273681570997361e+22 7.9385197732308015
57334396.653069384 1933335.8265501242 7.229324144956282e+22 7.939377339911786
67679690.35071251 1922587.609951458 7.168603030414917e+22 7.940564625594283
83767213.89305162 1904528.8879146527 7.066968316300645e+22 7.942580308164495
102126421.54111215 1877296.038923155 6.914630214987636e+22 7.94568718226437
111563242.05232708 1853925.504315814 6.784804601139642e+22 7.948442754523584
126564394.19701728 1828619.2335723669 6.64515682415415e+22 7.95146830825631
142691053.2753566 1794066.152435613 6.4560856932930734e+22 7.955731095607319
151828663.26614934 1764838.323820597 6.297623894163222e+22 7.959481013128411
159752700.3783271 1743330.0052026543 6.181871835433857e+22 7.962297313198615
173799383.96206856 1713324.5098200827 6.021610652303099e+22 7.966293755860598
182634248.09589282 1682112.0308796417 5.8564645953375924e+22 7.970628389418056
189530098.50632945 1659535.9949663915 5.737999530508636e+22 7.973837311245139
